time	V(out)	V(vc)
6.166474485973456e-06	4.706997e+00	7.696068e-01
6.176474485973396e-06	4.706913e+00	7.761193e-01
6.186474485973337e-06	4.706828e+00	7.826266e-01
6.196474485973278e-06	4.706743e+00	7.891287e-01
6.206474485973218e-06	4.706657e+00	7.956256e-01
6.216474485973159e-06	4.706571e+00	8.021172e-01
6.226474485973100e-06	4.706484e+00	8.086038e-01
6.236474485973040e-06	4.706397e+00	8.150851e-01
6.246474485972981e-06	4.706308e+00	8.215612e-01
6.256474485972921e-06	4.706220e+00	8.280321e-01
6.266474485972862e-06	4.706130e+00	8.344979e-01
6.276474485972803e-06	4.706040e+00	8.409586e-01
6.286474485972743e-06	4.705949e+00	8.474140e-01
6.296474485972684e-06	4.705858e+00	8.538643e-01
6.306474485972624e-06	4.705766e+00	8.603095e-01
6.316474485972565e-06	4.705673e+00	8.667495e-01
6.326474485972506e-06	4.705580e+00	8.731843e-01
6.336474485972446e-06	4.705486e+00	8.796140e-01
6.346474485972387e-06	4.705392e+00	8.860385e-01
6.356474485972327e-06	4.705297e+00	8.924580e-01
6.366474485972268e-06	4.705201e+00	8.988723e-01
6.376474485972209e-06	4.705105e+00	9.052814e-01
6.386474485972149e-06	4.705008e+00	9.116855e-01
6.396474485972090e-06	4.704910e+00	9.180844e-01
6.406474485972031e-06	4.704812e+00	9.244782e-01
6.416474485971971e-06	4.704713e+00	9.308668e-01
6.426474485971912e-06	4.704614e+00	9.372504e-01
6.436474485971852e-06	4.704514e+00	9.436288e-01
6.446474485971793e-06	4.704413e+00	9.500022e-01
6.456474485971734e-06	4.704312e+00	9.563704e-01
6.466474485971674e-06	4.704210e+00	9.627336e-01
6.476474485971615e-06	4.704108e+00	9.690917e-01
6.486474485971555e-06	4.704004e+00	9.754446e-01
6.496474485971496e-06	4.703901e+00	9.817925e-01
6.506474485971437e-06	4.703796e+00	9.881353e-01
6.516474485971377e-06	4.703691e+00	9.944730e-01
6.526474485971318e-06	4.703586e+00	1.000806e+00
6.536474485971258e-06	4.703480e+00	1.007133e+00
6.546474485971199e-06	4.703373e+00	1.013456e+00
6.556474485971140e-06	4.703266e+00	1.019773e+00
6.566474485971080e-06	4.703157e+00	1.026086e+00
6.576474485971021e-06	4.703049e+00	1.032393e+00
6.586474485970962e-06	4.702940e+00	1.038695e+00
6.596474485970902e-06	4.702830e+00	1.044993e+00
6.606474485970843e-06	4.702720e+00	1.051285e+00
6.616474485970783e-06	4.702609e+00	1.057572e+00
6.626474485970724e-06	4.702497e+00	1.063854e+00
6.636474485970665e-06	4.702384e+00	1.070131e+00
6.646474485970605e-06	4.702271e+00	1.076403e+00
6.656474485970546e-06	4.702158e+00	1.082670e+00
6.666474485970486e-06	4.702044e+00	1.088932e+00
6.676474485970427e-06	4.701929e+00	1.095189e+00
6.686474485970368e-06	4.701814e+00	1.101441e+00
6.696474485970308e-06	4.701697e+00	1.107688e+00
6.706474485970249e-06	4.701581e+00	1.113930e+00
6.716474485970189e-06	4.701464e+00	1.120167e+00
6.726474485970130e-06	4.701346e+00	1.126399e+00
6.736474485970071e-06	4.701228e+00	1.132626e+00
6.746474485970011e-06	4.701108e+00	1.138848e+00
6.756474485969952e-06	4.700989e+00	1.145065e+00
6.766474485969893e-06	4.700869e+00	1.151277e+00
6.776474485969833e-06	4.700747e+00	1.157484e+00
6.786474485969774e-06	4.700626e+00	1.163686e+00
6.796474485969714e-06	4.700504e+00	1.169883e+00
6.806474485969655e-06	4.700381e+00	1.176076e+00
6.816474485969596e-06	4.700258e+00	1.182263e+00
6.826474485969536e-06	4.700134e+00	1.188445e+00
6.836474485969477e-06	4.700009e+00	1.194622e+00
6.846474485969417e-06	4.699884e+00	1.200794e+00
6.856474485969358e-06	4.699759e+00	1.206962e+00
6.866474485969299e-06	4.699632e+00	1.213124e+00
6.876474485969239e-06	4.699505e+00	1.219282e+00
6.886474485969180e-06	4.699378e+00	1.225434e+00
6.896474485969121e-06	4.699249e+00	1.231582e+00
6.906474485969061e-06	4.699121e+00	1.237724e+00
6.916474485969002e-06	4.698991e+00	1.243862e+00
6.926474485968942e-06	4.698861e+00	1.249995e+00
6.936474485968883e-06	4.698730e+00	1.256122e+00
6.946474485968824e-06	4.698599e+00	1.262245e+00
6.956474485968764e-06	4.698467e+00	1.268363e+00
6.966474485968705e-06	4.698335e+00	1.274476e+00
6.976474485968645e-06	4.698202e+00	1.280584e+00
6.986474485968586e-06	4.698068e+00	1.286688e+00
6.996474485968527e-06	4.697934e+00	1.292786e+00
7.006474485968467e-06	4.697799e+00	1.298879e+00
7.016474485968408e-06	4.697663e+00	1.304968e+00
7.026474485968348e-06	4.697527e+00	1.311052e+00
7.036474485968289e-06	4.697391e+00	1.317130e+00
7.046474485968230e-06	4.697253e+00	1.323204e+00
7.056474485968170e-06	4.697115e+00	1.329273e+00
7.066474485968111e-06	4.696977e+00	1.335337e+00
7.076474485968052e-06	4.696837e+00	1.341396e+00
7.086474485967992e-06	4.696697e+00	1.347451e+00
7.096474485967933e-06	4.696557e+00	1.353500e+00
7.106474485967873e-06	4.696416e+00	1.359545e+00
7.116474485967814e-06	4.696275e+00	1.365585e+00
7.126474485967755e-06	4.696133e+00	1.371619e+00
7.136474485967695e-06	4.695990e+00	1.377650e+00
7.146474485967636e-06	4.695846e+00	1.383675e+00
7.156474485967576e-06	4.695702e+00	1.389695e+00
7.166474485967517e-06	4.695558e+00	1.395710e+00
7.176474485967458e-06	4.695412e+00	1.401721e+00
7.186474485967398e-06	4.695266e+00	1.407727e+00
7.196474485967339e-06	4.695120e+00	1.413728e+00
7.206474485967279e-06	4.694973e+00	1.419724e+00
7.216474485967220e-06	4.694825e+00	1.425715e+00
7.226474485967161e-06	4.694677e+00	1.431702e+00
7.236474485967101e-06	4.694528e+00	1.437683e+00
7.246474485967042e-06	4.694379e+00	1.443660e+00
7.256474485966983e-06	4.694229e+00	1.449632e+00
7.266474485966923e-06	4.694078e+00	1.455599e+00
7.276474485966864e-06	4.693927e+00	1.461561e+00
7.286474485966804e-06	4.693775e+00	1.467519e+00
7.296474485966745e-06	4.693622e+00	1.473472e+00
7.306474485966686e-06	4.693469e+00	1.479419e+00
7.316474485966626e-06	4.693316e+00	1.485362e+00
7.326474485966567e-06	4.693161e+00	1.491301e+00
7.336474485966507e-06	4.693006e+00	1.497234e+00
7.346474485966448e-06	4.692851e+00	1.503163e+00
7.356474485966389e-06	4.692695e+00	1.509087e+00
7.366474485966329e-06	4.692538e+00	1.515006e+00
7.376474485966270e-06	4.692380e+00	1.520920e+00
7.386474485966210e-06	4.692223e+00	1.526830e+00
7.396474485966151e-06	4.692064e+00	1.532735e+00
7.406474485966092e-06	4.691905e+00	1.538635e+00
7.416474485966032e-06	4.691745e+00	1.544530e+00
7.426474485965973e-06	4.691585e+00	1.550420e+00
7.436474485965914e-06	4.691424e+00	1.556306e+00
7.446474485965854e-06	4.691263e+00	1.562187e+00
7.456474485965795e-06	4.691101e+00	1.568063e+00
7.466474485965735e-06	4.690938e+00	1.573934e+00
7.476474485965676e-06	4.690774e+00	1.579801e+00
7.486474485965617e-06	4.690610e+00	1.585663e+00
7.496474485965557e-06	4.690446e+00	1.591520e+00
7.506474485965498e-06	4.690281e+00	1.597372e+00
7.516474485965438e-06	4.690115e+00	1.603220e+00
7.526474485965379e-06	4.689949e+00	1.609062e+00
7.536474485965320e-06	4.689782e+00	1.614900e+00
7.546474485965260e-06	4.689614e+00	1.620734e+00
7.556474485965201e-06	4.689446e+00	1.626562e+00
7.566474485965142e-06	4.689277e+00	1.632386e+00
7.576474485965082e-06	4.689108e+00	1.638205e+00
7.586474485965023e-06	4.688938e+00	1.644020e+00
7.596474485964963e-06	4.688767e+00	1.649829e+00
7.606474485964904e-06	4.688596e+00	1.655634e+00
7.616474485964845e-06	4.688425e+00	1.661434e+00
7.626474485964785e-06	4.688252e+00	1.667230e+00
7.636474485964726e-06	4.688079e+00	1.673020e+00
7.646474485964666e-06	4.687906e+00	1.678806e+00
7.656474485964607e-06	4.687732e+00	1.684587e+00
7.666474485964548e-06	4.687557e+00	1.690364e+00
7.676474485964488e-06	4.687382e+00	1.696136e+00
7.686474485964429e-06	4.687206e+00	1.701903e+00
7.696474485964369e-06	4.687029e+00	1.707665e+00
7.706474485964310e-06	4.686852e+00	1.713423e+00
7.716474485964251e-06	4.686675e+00	1.719175e+00
7.726474485964191e-06	4.686496e+00	1.724923e+00
7.736474485964132e-06	4.686317e+00	1.730667e+00
7.746474485964073e-06	4.686138e+00	1.736406e+00
7.756474485964013e-06	4.685958e+00	1.742139e+00
7.766474485963954e-06	4.685777e+00	1.747869e+00
7.776474485963894e-06	4.685596e+00	1.753593e+00
7.786474485963835e-06	4.685414e+00	1.759313e+00
7.796474485963776e-06	4.685231e+00	1.765028e+00
7.806474485963716e-06	4.685049e+00	1.770738e+00
7.816474485963657e-06	4.684865e+00	1.776444e+00
7.826474485963597e-06	4.684680e+00	1.782144e+00
7.836474485963538e-06	4.684495e+00	1.787840e+00
7.846474485963479e-06	4.684310e+00	1.793532e+00
7.856474485963419e-06	4.684124e+00	1.799218e+00
7.866474485963360e-06	4.683937e+00	1.804900e+00
7.876474485963300e-06	4.683750e+00	1.810577e+00
7.886474485963241e-06	4.683562e+00	1.816249e+00
7.896474485963182e-06	4.683374e+00	1.821916e+00
7.906474485963122e-06	4.683185e+00	1.827578e+00
7.916474485963063e-06	4.682995e+00	1.833236e+00
7.926474485963004e-06	4.682805e+00	1.838889e+00
7.936474485962944e-06	4.682614e+00	1.844536e+00
7.946474485962885e-06	4.682423e+00	1.850179e+00
7.956474485962825e-06	4.682231e+00	1.855816e+00
7.966474485962766e-06	4.682038e+00	1.861448e+00
7.976474485962707e-06	4.681845e+00	1.867073e+00
7.986474485962647e-06	4.681651e+00	1.872687e+00
7.996474485962588e-06	4.681457e+00	1.878281e+00
8.006474485962528e-06	4.681262e+00	1.883845e+00
8.016474485962469e-06	4.681067e+00	1.889363e+00
8.026474485962410e-06	4.680870e+00	1.894818e+00
8.036474485962350e-06	4.680674e+00	1.900186e+00
8.046474485962291e-06	4.680476e+00	1.905435e+00
8.056474485962231e-06	4.680278e+00	1.910526e+00
8.066474485962172e-06	4.680080e+00	1.915407e+00
8.076474485962113e-06	4.679881e+00	1.920013e+00
8.086474485962053e-06	4.679681e+00	1.924258e+00
8.096474485961994e-06	4.679481e+00	1.928037e+00
8.106474485961935e-06	4.679280e+00	1.931212e+00
8.116474485961875e-06	4.679079e+00	1.933619e+00
8.126474485961816e-06	4.678876e+00	1.935050e+00
8.136474485961756e-06	4.678674e+00	1.935497e+00
8.140302850375434e-06	4.678596e+00	1.935324e+00
8.142850235118900e-06	4.678545e+00	1.935023e+00
8.145419946005037e-06	4.678492e+00	1.934588e+00
8.148241466997795e-06	4.678435e+00	1.933961e+00
8.151452864251169e-06	4.678369e+00	1.933018e+00
8.156573294370358e-06	4.678265e+00	1.930978e+00
8.163531821994479e-06	4.678123e+00	1.927189e+00
8.170642757170023e-06	4.677977e+00	1.922353e+00
8.170761978228613e-06	4.677975e+00	1.922259e+00
8.171000420345792e-06	4.677970e+00	1.922056e+00
8.171477304579934e-06	4.677960e+00	1.921643e+00
8.172431073048434e-06	4.677940e+00	1.920798e+00
8.172875826164931e-06	4.677931e+00	1.920396e+00
8.173185072848964e-06	4.677925e+00	1.920112e+00
8.173437128376673e-06	4.677920e+00	1.919879e+00
8.173739210211263e-06	4.677914e+00	1.919599e+00
8.173936073293739e-06	4.677909e+00	1.919417e+00
8.174221095944836e-06	4.677904e+00	1.919154e+00
8.174678992585145e-06	4.677894e+00	1.918731e+00
8.174855397283937e-06	4.677891e+00	1.918569e+00
8.174956158693569e-06	4.677888e+00	1.918476e+00
8.175086674662262e-06	4.677886e+00	1.918356e+00
8.175143358271023e-06	4.677885e+00	1.918304e+00
8.175205821574433e-06	4.677884e+00	1.918247e+00
8.175280642218688e-06	4.677882e+00	1.918178e+00
8.175391051862789e-06	4.677880e+00	1.918077e+00
8.175496647540824e-06	4.677877e+00	1.917980e+00
8.175634538146442e-06	4.677875e+00	1.917854e+00
8.175787808601580e-06	4.677872e+00	1.917713e+00
8.175999306146535e-06	4.677867e+00	1.917520e+00
8.176160528670798e-06	4.677864e+00	1.917372e+00
8.176351904281903e-06	4.677860e+00	1.917198e+00
8.176530163838108e-06	4.677856e+00	1.917035e+00
8.176811105175359e-06	4.677851e+00	1.916779e+00
8.177101933160534e-06	4.677845e+00	1.916515e+00
8.177648140630196e-06	4.677834e+00	1.916019e+00
8.178263670257464e-06	4.677821e+00	1.915462e+00
8.178970231731940e-06	4.677806e+00	1.914824e+00
8.179622393105455e-06	4.677793e+00	1.914237e+00
8.180555615333899e-06	4.677773e+00	1.913400e+00
8.181659036144134e-06	4.677751e+00	1.912413e+00
8.182467527873862e-06	4.677734e+00	1.911692e+00
8.183276022794613e-06	4.677718e+00	1.910973e+00
8.184108667588655e-06	4.677701e+00	1.910234e+00
8.185302664554840e-06	4.677676e+00	1.909178e+00
8.186678030602237e-06	4.677648e+00	1.907964e+00
8.187917900113985e-06	4.677622e+00	1.906872e+00
8.189132015676412e-06	4.677597e+00	1.905806e+00
8.190710207954012e-06	4.677565e+00	1.904423e+00
8.192159791115200e-06	4.677535e+00	1.903155e+00
8.193639414116145e-06	4.677504e+00	1.901863e+00
8.195865109377485e-06	4.677458e+00	1.899925e+00
8.200316499900164e-06	4.677366e+00	1.896057e+00
8.204919175620537e-06	4.677271e+00	1.892066e+00
8.210884581261136e-06	4.677147e+00	1.886905e+00
8.217078573235191e-06	4.677019e+00	1.881554e+00
8.220664045940603e-06	4.676945e+00	1.878459e+00
8.223886208717432e-06	4.676877e+00	1.875680e+00
8.227656277474179e-06	4.676800e+00	1.872429e+00
8.228500616406500e-06	4.676784e+00	1.871701e+00
8.228975330262399e-06	4.676775e+00	1.871292e+00
8.229208274678542e-06	4.676771e+00	1.871091e+00
8.229470870450492e-06	4.676766e+00	1.870865e+00
8.229817479209114e-06	4.676760e+00	1.870566e+00
8.230142203881612e-06	4.676755e+00	1.870286e+00
8.230603331943346e-06	4.676747e+00	1.869889e+00
8.231094521884497e-06	4.676739e+00	1.869466e+00
8.231794214809624e-06	4.676728e+00	1.868863e+00
8.232565163376546e-06	4.676715e+00	1.868199e+00
8.233735246132492e-06	4.676697e+00	1.867191e+00
8.235028550949899e-06	4.676678e+00	1.866077e+00
8.236847491195068e-06	4.676651e+00	1.864510e+00
8.238563514557755e-06	4.676626e+00	1.863032e+00
8.239700711332870e-06	4.676610e+00	1.862053e+00
8.240932793293198e-06	4.676593e+00	1.860992e+00
8.241495539488544e-06	4.676585e+00	1.860508e+00
8.241912230891497e-06	4.676579e+00	1.860149e+00
8.242384244250668e-06	4.676573e+00	1.859743e+00
8.242805767339021e-06	4.676567e+00	1.859380e+00
8.243289251102029e-06	4.676560e+00	1.858963e+00
8.243858578920208e-06	4.676553e+00	1.858473e+00
8.244436068243280e-06	4.676545e+00	1.857976e+00
8.245145265860362e-06	4.676535e+00	1.857366e+00
8.245874746898437e-06	4.676526e+00	1.856738e+00
8.246750974440350e-06	4.676514e+00	1.855984e+00
8.247603265632182e-06	4.676502e+00	1.855251e+00
8.248696091034836e-06	4.676487e+00	1.854311e+00
8.249771058767286e-06	4.676473e+00	1.853386e+00
8.251073219805354e-06	4.676455e+00	1.852266e+00
8.252539648310672e-06	4.676436e+00	1.851004e+00
8.254350093101501e-06	4.676412e+00	1.849447e+00
8.256573324076904e-06	4.676382e+00	1.847536e+00
8.257621185962273e-06	4.676368e+00	1.846635e+00
8.258277000804592e-06	4.676360e+00	1.846071e+00
8.259091527164581e-06	4.676349e+00	1.845371e+00
8.259974472996914e-06	4.676337e+00	1.844612e+00
8.260861635144045e-06	4.676325e+00	1.843849e+00
8.261900113559718e-06	4.676311e+00	1.842956e+00
8.262977407820027e-06	4.676297e+00	1.842031e+00
8.264196586516177e-06	4.676281e+00	1.840983e+00
8.265600163088419e-06	4.676262e+00	1.839777e+00
8.267251471680889e-06	4.676240e+00	1.838358e+00
8.269296341074928e-06	4.676214e+00	1.836602e+00
8.271946346865254e-06	4.676178e+00	1.834326e+00
8.275612805026204e-06	4.676130e+00	1.831178e+00
8.281027185125635e-06	4.676059e+00	1.826531e+00
8.290071602844520e-06	4.675941e+00	1.818773e+00
8.299538729612593e-06	4.675817e+00	1.810658e+00
8.309538729612534e-06	4.675688e+00	1.802093e+00
8.319538729612474e-06	4.675559e+00	1.793535e+00
8.329538729612415e-06	4.675430e+00	1.784983e+00
8.339538729612355e-06	4.675303e+00	1.776438e+00
8.349538729612296e-06	4.675176e+00	1.767900e+00
8.359538729612237e-06	4.675049e+00	1.759368e+00
8.369538729612177e-06	4.674923e+00	1.750844e+00
8.379538729612118e-06	4.674798e+00	1.742326e+00
8.389538729612058e-06	4.674673e+00	1.733815e+00
8.399538729611999e-06	4.674549e+00	1.725311e+00
8.409538729611940e-06	4.674426e+00	1.716813e+00
8.419538729611880e-06	4.674303e+00	1.708322e+00
8.429538729611821e-06	4.674181e+00	1.699838e+00
8.439538729611762e-06	4.674059e+00	1.691361e+00
8.449538729611702e-06	4.673939e+00	1.682890e+00
8.459538729611643e-06	4.673819e+00	1.674426e+00
8.469538729611583e-06	4.673699e+00	1.665969e+00
8.479538729611524e-06	4.673580e+00	1.657519e+00
8.489538729611465e-06	4.673461e+00	1.649075e+00
8.499538729611405e-06	4.673344e+00	1.640638e+00
8.509538729611346e-06	4.673227e+00	1.632208e+00
8.519538729611286e-06	4.673110e+00	1.623784e+00
8.529538729611227e-06	4.672995e+00	1.615367e+00
8.539538729611168e-06	4.672879e+00	1.606956e+00
8.549538729611108e-06	4.672765e+00	1.598553e+00
8.559538729611049e-06	4.672651e+00	1.590156e+00
8.569538729610989e-06	4.672538e+00	1.581766e+00
8.579538729610930e-06	4.672425e+00	1.573382e+00
8.589538729610871e-06	4.672313e+00	1.565005e+00
8.599538729610811e-06	4.672201e+00	1.556635e+00
8.609538729610752e-06	4.672091e+00	1.548271e+00
8.619538729610693e-06	4.671980e+00	1.539914e+00
8.629538729610633e-06	4.671871e+00	1.531564e+00
8.639538729610574e-06	4.671762e+00	1.523220e+00
8.649538729610514e-06	4.671654e+00	1.514883e+00
8.659538729610455e-06	4.671546e+00	1.506552e+00
8.669538729610396e-06	4.671439e+00	1.498228e+00
8.679538729610336e-06	4.671332e+00	1.489911e+00
8.689538729610277e-06	4.671227e+00	1.481600e+00
8.699538729610217e-06	4.671122e+00	1.473296e+00
8.709538729610158e-06	4.671017e+00	1.464999e+00
8.719538729610099e-06	4.670913e+00	1.456708e+00
8.729538729610039e-06	4.670810e+00	1.448424e+00
8.739538729609980e-06	4.670707e+00	1.440146e+00
8.749538729609921e-06	4.670605e+00	1.431875e+00
8.759538729609861e-06	4.670504e+00	1.423610e+00
8.769538729609802e-06	4.670403e+00	1.415352e+00
8.779538729609742e-06	4.670303e+00	1.407100e+00
8.789538729609683e-06	4.670203e+00	1.398855e+00
8.799538729609624e-06	4.670104e+00	1.390617e+00
8.809538729609564e-06	4.670006e+00	1.382385e+00
8.819538729609505e-06	4.669909e+00	1.374160e+00
8.829538729609445e-06	4.669811e+00	1.365941e+00
8.839538729609386e-06	4.669715e+00	1.357729e+00
8.849538729609327e-06	4.669619e+00	1.349523e+00
8.859538729609267e-06	4.669524e+00	1.341324e+00
8.869538729609208e-06	4.669429e+00	1.333131e+00
8.879538729609148e-06	4.669335e+00	1.324945e+00
8.889538729609089e-06	4.669242e+00	1.316765e+00
8.899538729609030e-06	4.669149e+00	1.308592e+00
8.909538729608970e-06	4.669057e+00	1.300425e+00
8.919538729608911e-06	4.668966e+00	1.292265e+00
8.929538729608852e-06	4.668875e+00	1.284111e+00
8.939538729608792e-06	4.668785e+00	1.275964e+00
8.949538729608733e-06	4.668695e+00	1.267823e+00
8.959538729608673e-06	4.668607e+00	1.259689e+00
8.969538729608614e-06	4.668518e+00	1.251561e+00
8.979538729608555e-06	4.668430e+00	1.243440e+00
8.989538729608495e-06	4.668344e+00	1.235325e+00
8.999538729608436e-06	4.668257e+00	1.227216e+00
9.009538729608376e-06	4.668171e+00	1.219114e+00
9.019538729608317e-06	4.668086e+00	1.211018e+00
9.029538729608258e-06	4.668001e+00	1.202929e+00
9.039538729608198e-06	4.667917e+00	1.194846e+00
9.049538729608139e-06	4.667834e+00	1.186770e+00
9.059538729608079e-06	4.667751e+00	1.178700e+00
9.069538729608020e-06	4.667669e+00	1.170636e+00
9.079538729607961e-06	4.667588e+00	1.162579e+00
9.089538729607901e-06	4.667507e+00	1.154528e+00
9.099538729607842e-06	4.667427e+00	1.146484e+00
9.109538729607783e-06	4.667347e+00	1.138446e+00
9.119538729607723e-06	4.667268e+00	1.130415e+00
9.129538729607664e-06	4.667190e+00	1.122389e+00
9.139538729607604e-06	4.667112e+00	1.114371e+00
9.149538729607545e-06	4.667035e+00	1.106358e+00
9.159538729607486e-06	4.666958e+00	1.098352e+00
9.169538729607426e-06	4.666882e+00	1.090352e+00
9.179538729607367e-06	4.666807e+00	1.082359e+00
9.189538729607307e-06	4.666732e+00	1.074372e+00
9.199538729607248e-06	4.666658e+00	1.066391e+00
9.209538729607189e-06	4.666585e+00	1.058417e+00
9.219538729607129e-06	4.666512e+00	1.050449e+00
9.229538729607070e-06	4.666440e+00	1.042487e+00
9.239538729607010e-06	4.666368e+00	1.034532e+00
9.249538729606951e-06	4.666297e+00	1.026583e+00
9.259538729606892e-06	4.666227e+00	1.018640e+00
9.269538729606832e-06	4.666157e+00	1.010704e+00
9.279538729606773e-06	4.666088e+00	1.002774e+00
9.289538729606714e-06	4.666019e+00	9.948497e-01
9.299538729606654e-06	4.665952e+00	9.869322e-01
9.309538729606595e-06	4.665884e+00	9.790210e-01
9.319538729606535e-06	4.665818e+00	9.711160e-01
9.329538729606476e-06	4.665751e+00	9.632174e-01
9.339538729606417e-06	4.665686e+00	9.553249e-01
9.349538729606357e-06	4.665621e+00	9.474388e-01
9.359538729606298e-06	4.665557e+00	9.395590e-01
9.369538729606238e-06	4.665493e+00	9.316854e-01
9.379538729606179e-06	4.665431e+00	9.238181e-01
9.389538729606120e-06	4.665368e+00	9.159570e-01
9.399538729606060e-06	4.665307e+00	9.081022e-01
9.409538729606001e-06	4.665246e+00	9.002536e-01
9.419538729605942e-06	4.665185e+00	8.924112e-01
9.429538729605882e-06	4.665125e+00	8.845751e-01
9.439538729605823e-06	4.665066e+00	8.767452e-01
9.449538729605763e-06	4.665007e+00	8.689216e-01
9.459538729605704e-06	4.664949e+00	8.611041e-01
9.469538729605645e-06	4.664892e+00	8.532929e-01
9.479538729605585e-06	4.664835e+00	8.454878e-01
9.489538729605526e-06	4.664779e+00	8.376890e-01
9.499538729605466e-06	4.664723e+00	8.298963e-01
9.509538729605407e-06	4.664668e+00	8.221099e-01
9.519538729605348e-06	4.664614e+00	8.143296e-01
9.529538729605288e-06	4.664560e+00	8.065556e-01
9.539538729605229e-06	4.664507e+00	7.987877e-01
9.549538729605169e-06	4.664454e+00	7.910259e-01
9.559538729605110e-06	4.664403e+00	7.832704e-01
9.569538729605051e-06	4.664351e+00	7.755210e-01
9.579538729604991e-06	4.664301e+00	7.677778e-01
9.589538729604932e-06	4.664251e+00	7.600407e-01
9.599538729604873e-06	4.664201e+00	7.523098e-01
9.609538729604813e-06	4.664152e+00	7.445850e-01
9.619538729604754e-06	4.664104e+00	7.368664e-01
9.629538729604694e-06	4.664057e+00	7.291539e-01
9.639538729604635e-06	4.664010e+00	7.214475e-01
9.649538729604576e-06	4.663963e+00	7.137472e-01
9.659538729604516e-06	4.663918e+00	7.060531e-01
9.669538729604457e-06	4.663873e+00	6.983651e-01
9.679538729604397e-06	4.663828e+00	6.906831e-01
9.689538729604338e-06	4.663784e+00	6.830074e-01
9.699538729604279e-06	4.663741e+00	6.753377e-01
9.709538729604219e-06	4.663698e+00	6.676741e-01
9.719538729604160e-06	4.663656e+00	6.600165e-01
9.729538729604100e-06	4.663614e+00	6.523651e-01
9.739538729604041e-06	4.663573e+00	6.447198e-01
9.749538729603982e-06	4.663533e+00	6.370805e-01
9.759538729603922e-06	4.663494e+00	6.294473e-01
9.769538729603863e-06	4.663455e+00	6.218202e-01
9.779538729603804e-06	4.663416e+00	6.141992e-01
9.789538729603744e-06	4.663378e+00	6.065841e-01
9.799538729603685e-06	4.663341e+00	5.989752e-01
9.809538729603625e-06	4.663304e+00	5.913723e-01
9.819538729603566e-06	4.663268e+00	5.837755e-01
9.829538729603507e-06	4.663233e+00	5.761846e-01
9.839538729603447e-06	4.663198e+00	5.685998e-01
9.849538729603388e-06	4.663164e+00	5.610211e-01
9.859538729603328e-06	4.663131e+00	5.534484e-01
9.869538729603269e-06	4.663097e+00	5.458817e-01
9.879538729603210e-06	4.663065e+00	5.383210e-01
9.889538729603150e-06	4.663033e+00	5.307664e-01
9.899538729603091e-06	4.663002e+00	5.232177e-01
9.909538729603031e-06	4.662971e+00	5.156750e-01
9.919538729602972e-06	4.662942e+00	5.081384e-01
9.929538729602913e-06	4.662912e+00	5.006077e-01
9.939538729602853e-06	4.662884e+00	4.930830e-01
9.949538729602794e-06	4.662856e+00	4.855643e-01
9.959538729602735e-06	4.662828e+00	4.780516e-01
9.969538729602675e-06	4.662801e+00	4.705448e-01
9.979538729602616e-06	4.662775e+00	4.630440e-01
9.989538729602556e-06	4.662749e+00	4.555492e-01
9.999538729602497e-06	4.662724e+00	4.480590e-01
1.000000000000003e-05	4.662723e+00	4.477136e-01
